Date,Number,Akrotiri_Prec,Larnaka_Prec,Paphos_Prec,Akrotiri_RH,Larnaka_RH,Paphos_RH,Akrotiri_Temp,Larnaka_Temp,Paphos_Temp,Akrotiri_WS,Larnaka_WS,Paphos_WS
20060912,1,0.1,0.1,0.1,70.1,37.1,79.1,28.8,33.0,29.4,20.472,24.176,13.064
20060913,1,0.1,0.1,0.1,58.1,32.1,72.1,30.0,33.0,29.6,18.62,18.62,16.768
20060914,1,0.1,0.1,0.1,61.1,58.1,67.1,28.9,30.1,29.9,24.176,18.62,22.324
20060915,0,0.1,0.1,0.1,56.1,54.1,68.1,28.9,30.9,29.7,18.62,20.472,18.62
20060916,1,0.1,0.1,0.1,65.1,49.1,73.1,28.0,31.7,29.4,22.324,24.176,16.768
20060917,2,0.1,0.1,0.1,63.1,56.1,72.1,29.8,31.0,29.8,11.212,16.768,13.064
20060918,2,0.1,0.1,0.1,32.1,34.1,63.1,31.6,32.5,30.7,5.656,14.916,7.508
20060919,1,0.1,0.1,0.1,55.1,47.1,71.1,29.0,31.6,29.6,26.028,29.732,16.768
20060920,0,0.1,0.1,0.1,58.1,54.1,65.1,27.3,29.4,28.0,33.436,37.14,20.472
20060921,1,0.3,0.1,4.1,53.1,51.1,64.1,26.4,30.0,27.8,26.028,38.992,22.324
20060922,0,0.1,0.1,0.1,55.1,57.1,63.1,27.0,28.9,27.0,29.732,38.992,24.176
20060923,1,0.1,0.1,0.1,45.1,48.1,59.1,26.2,29.0,27.3,27.88,35.288,18.62
20060924,0,0.1,0.1,0.1,47.1,46.1,59.1,27.0,28.7,27.8,18.62,27.88,9.36
20060925,0,0.3,0.1,0.5,42.1,40.1,49.1,25.5,28.9,26.5,31.584,38.992,29.732
20060926,0,0.1,0.1,0.1,40.1,40.1,61.1,26.9,28.8,27.6,11.212,20.472,16.768
20060927,0,0.1,0.1,0.1,59.1,45.1,66.1,26.4,29.2,27.8,11.212,16.768,13.064
20060928,1,0.1,0.1,0.1,53.1,52.1,63.1,28.5,30.3,28.7,7.508,16.768,9.36
20060929,3,0.1,0.1,0.1,60.1,46.1,60.1,28.8,31.8,30.8,31.584,18.62,31.584
20060930,0,0.1,0.1,0.1,66.1,62.1,74.1,26.5,29.7,28.3,31.584,38.992,27.88
20061001,0,0.1,0.1,0.1,50.1,55.1,60.1,26.7,28.3,26.9,16.768,31.584,14.916
20061002,1,0.1,0.2,0.1,57.1,59.1,59.1,26.5,27.6,27.4,13.064,14.916,16.768
20061003,0,0.2,0.7,0.1,70.1,50.1,68.1,25.4,27.9,28.5,11.212,24.176,26.028
20061004,0,0.1,0.1,0.1,64.1,43.1,70.1,26.6,29.5,28.2,24.176,20.472,27.88
20061005,0,0.1,0.1,0.1,49.1,61.1,66.1,27.6,28.5,28.0,5.656,18.62,18.62
20061006,0,0.1,0.1,0.1,57.1,49.1,64.1,27.2,29.6,28.1,13.064,20.472,20.472
20061007,0,0.1,0.1,0.1,56.1,60.1,69.1,27.3,28.2,27.4,20.472,18.62,22.324
20061008,0,0.1,0.1,0.1,59.1,58.1,62.1,24.9,28.1,26.5,20.472,18.62,22.324
20061009,0,0.1,0.1,0.1,62.1,50.1,70.1,26.0,28.4,27.4,27.88,29.732,20.472
20061010,0,0.1,0.1,0.1,41.1,42.1,62.1,27.2,29.4,27.7,14.916,18.62,18.62
20061011,3,0.1,0.1,0.1,64.1,57.1,78.1,26.2,28.5,26.1,31.584,24.176,24.176
20061012,0,17.1,0.2,0.5,57.1,56.1,62.1,28.1,28.8,29.1,9.36,20.472,16.768
20061013,1,0.9,0.1,13.1,61.1,54.1,58.1,26.3,28.9,27.1,5.656,14.916,9.36
20061014,0,1.2,0.1,0.9,66.1,61.1,69.1,24.2,25.8,25.1,24.176,27.88,14.916
20061015,0,2.1,0.2,6.1,53.1,45.1,56.1,24.1,26.0,25.6,20.472,11.212,22.324
20061016,0,0.2,0.6,0.1,45.1,43.1,53.1,24.8,26.2,24.3,24.176,38.992,20.472
20061017,0,0.1,0.3,0.1,51.1,43.1,53.1,24.6,26.6,25.3,7.508,26.028,3.804
20061018,0,0.1,0.1,0.1,61.1,57.1,61.1,25.6,27.5,27.5,27.88,24.176,33.436
20061019,2,7.3,6.2,21.1,51.1,43.1,55.1,23.4,25.8,23.2,20.472,27.88,9.36
20061020,0,5.7,0.3,3.4,51.1,39.1,59.1,22.2,25.1,23.3,24.176,20.472,20.472
20061021,1,0.1,0.2,0.1,51.1,43.1,61.1,23.3,25.8,24.1,16.768,20.472,16.768
20061022,0,0.1,0.1,0.1,59.1,49.1,71.1,23.5,25.4,23.5,7.508,13.064,13.064
20061023,1,0.1,0.1,0.1,61.1,47.1,78.1,23.9,25.9,17.0,9.36,16.768,9.36
20061024,1,0.1,0.1,0.3,50.1,47.1,63.1,24.8,25.4,24.3,13.064,18.62,7.508
20061025,1,2.1,10.2,0.1,81.1,54.1,65.1,20.2,25.1,25.9,16.768,16.768,18.62
20061026,0,0.1,0.1,0.1,71.1,50.1,72.1,23.6,26.4,25.2,20.472,26.028,22.324
20061027,1,1.1,2.1,0.7,32.1,23.1,53.1,24.1,24.7,24.2,9.36,22.324,20.472
20061028,0,0.3,0.7,0.1,48.1,45.1,37.1,20.5,21.6,23.6,3.804,24.176,11.212
20061029,0,0.1,5.1,0.1,36.1,43.1,58.1,23.4,22.4,23.6,16.768,14.916,20.472
20061030,0,4.3,0.3,5.1,78.1,52.1,73.1,19.9,23.9,21.6,5.656,13.064,11.212
20061031,0,2.1,1.2,19.1,47.1,44.1,63.1,25.2,27.0,25.4,16.768,29.732,37.14
20061101,0,32.2,21.5,27.4,61.1,63.1,77.1,21.3,22.2,20.3,11.212,13.064,9.36
20061102,0,1.3,11.8,1.1,58.1,62.1,63.1,21.5,22.6,22.7,22.324,7.508,22.324
20061103,0,7.1,2.1,3.3,69.1,90.1,72.1,22.2,19.2,23.0,5.656,29.732,3.804
20061104,0,4.1,2.2,6.1,44.1,55.1,57.1,18.5,19.5,18.6,29.732,20.472,33.436
20061105,0,0.5,0.1,1.1,34.1,37.1,42.1,13.8,15.3,15.4,24.176,33.436,33.436
20061106,0,0.1,0.1,0.1,28.1,38.1,40.1,17.1,16.0,18.3,13.064,7.508,16.768
20061107,0,0.1,0.1,0.1,46.1,45.1,66.1,18.0,17.9,17.1,18.62,13.064,7.508
20061108,0,0.1,0.1,0.1,36.1,32.1,35.1,20.8,20.8,21.3,26.028,22.324,9.36
20061109,0,0.1,0.1,0.1,49.1,44.1,48.1,19.1,20.8,21.8,13.064,9.36,20.472
20061110,0,0.1,0.1,0.1,52.1,43.1,57.1,20.1,20.8,21.6,11.212,13.064,14.916
20061111,0,0.1,0.2,0.1,46.1,44.1,54.1,20.3,21.8,22.3,7.508,9.36,14.916
20061112,0,0.1,0.1,5.1,49.1,42.1,58.1,20.4,22.6,21.7,13.064,14.916,11.212
20061113,0,0.1,0.1,0.1,52.1,53.1,59.1,21.3,22.3,21.7,14.916,29.732,13.064
20061114,0,0.3,0.2,3.1,54.1,47.1,62.1,20.9,22.9,22.1,24.176,33.436,26.028
20061115,0,2.1,0.1,0.2,48.1,37.1,47.1,20.2,22.4,22.2,5.656,16.768,13.064
20061116,0,0.1,0.1,0.1,36.1,29.1,54.1,20.5,21.8,21.9,18.62,14.916,11.212
20061117,0,0.1,0.1,0.1,48.1,35.1,60.1,19.8,21.0,22.0,11.212,13.064,18.62
20061118,0,0.1,0.1,0.1,58.1,54.1,64.1,20.0,21.9,21.0,16.768,20.472,16.768
20061119,0,0.1,0.1,0.1,48.1,43.1,65.1,21.2,23.3,22.4,9.36,14.916,7.508
20061120,0,0.1,0.1,0.1,45.1,42.1,44.1,19.9,21.2,22.2,9.36,7.508,3.804
20061121,0,0.1,0.1,0.1,45.1,37.1,43.1,20.8,22.0,22.9,14.916,14.916,11.212
20061122,0,0.2,0.1,0.1,34.1,35.1,38.1,20.5,21.3,22.6,18.62,16.768,11.212
20061123,1,0.1,0.1,0.1,42.1,37.1,40.1,20.6,21.6,22.4,24.176,18.62,9.36
20061124,0,0.1,0.1,0.1,45.1,41.1,44.1,20.7,22.1,22.8,16.768,13.064,13.064
20061125,0,0.1,0.1,0.1,37.1,43.1,57.1,20.9,22.5,22.8,5.656,11.212,5.656
20061126,0,0.1,0.1,0.1,41.1,42.1,46.1,20.7,23.0,22.1,7.508,11.212,7.508
20061127,0,0.1,0.1,0.1,32.1,30.1,46.1,21.0,23.8,22.2,11.212,13.064,13.064
20061128,0,0.1,0.1,0.1,37.1,33.1,51.1,21.4,23.0,22.3,5.656,9.36,11.212
20061129,0,0.1,0.1,0.1,50.1,35.1,51.1,20.8,22.3,22.4,9.36,14.916,5.656
20061130,0,0.1,0.1,0.1,52.1,28.1,48.1,21.7,22.7,22.5,26.028,24.176,11.212
20061201,0,0.1,0.1,0.1,32.1,22.1,47.1,21.4,22.2,22.6,13.064,16.768,9.36
20061202,0,0.1,0.1,0.1,22.1,24.1,40.1,19.9,21.6,21.9,13.064,11.212,7.508
20061203,0,0.1,0.1,0.1,30.1,34.1,40.1,19.5,19.6,20.7,29.732,20.472,18.62
20061204,0,0.1,0.1,0.1,21.1,23.1,37.1,20.0,20.1,21.4,14.916,18.62,18.62
20061205,0,0.1,0.1,0.1,31.1,28.1,41.1,18.4,19.3,20.0,22.324,14.916,16.768
20061206,0,0.1,0.1,0.1,33.1,37.1,41.1,18.5,19.4,21.1,26.028,20.472,29.732
20061207,0,0.1,0.1,0.1,33.1,33.1,29.1,18.4,19.5,21.0,20.472,13.064,7.508
20061208,0,0.1,0.1,0.1,47.1,44.1,51.1,18.7,19.6,20.7,7.508,11.212,3.804
20061209,0,0.1,0.1,0.1,35.1,33.1,43.1,18.4,19.6,19.5,35.288,18.62,9.36
20061210,0,0.1,0.1,0.1,36.1,27.1,35.1,19.7,21.0,22.5,7.508,24.176,11.212
20061211,1,0.1,0.1,0.1,54.1,38.1,57.1,19.2,20.2,21.0,13.064,16.768,14.916
20061212,0,0.1,0.1,1.1,63.1,61.1,77.1,17.8,18.5,18.1,7.508,7.508,7.508
20061213,0,1.3,7.2,2.1,51.1,58.1,54.1,19.2,19.1,20.0,26.028,13.064,5.656
20061214,0,0.1,0.1,0.9,46.1,36.1,53.1,18.5,20.4,21.0,14.916,9.36,14.916
20061215,0,0.1,0.1,0.1,34.1,27.1,43.1,17.9,17.6,20.6,33.436,33.436,7.508
20061216,0,0.1,0.1,0.1,17.1,22.1,39.1,18.7,18.5,19.6,26.028,18.62,9.36
20061217,0,0.1,0.1,0.1,27.1,34.1,54.1,20.5,19.8,20.7,3.804,16.768,27.88
20061218,0,0.1,0.1,0.1,62.1,58.1,58.1,17.9,19.5,20.4,7.508,5.656,9.36
20061219,0,0.1,0.3,0.1,71.1,61.1,47.1,18.1,19.7,21.6,20.472,7.508,24.176
20061220,1,0.1,0.5,0.1,53.1,49.1,63.1,19.0,20.1,20.7,16.768,16.768,24.176
20061221,0,0.1,0.1,0.1,64.1,63.1,73.1,18.6,19.3,20.8,24.176,14.916,26.028
20061222,0,0.2,0.2,0.3,37.1,36.1,57.1,18.2,16.7,19.9,20.472,20.472,11.212
20061223,0,1.2,0.1,0.3,27.1,27.1,20.1,13.7,14.2,17.5,27.88,26.028,14.916
20061224,0,0.1,0.1,0.1,32.1,28.1,38.1,16.4,17.6,18.0,5.656,18.62,14.916
20061225,0,0.1,0.1,0.1,52.1,42.1,56.1,15.6,18.3,17.6,13.064,24.176,18.62
20061226,0,1.2,0.3,0.4,43.1,61.1,47.1,15.5,11.9,17.1,20.472,24.176,22.324
20061227,0,1.1,0.2,0.1,21.1,23.1,26.1,8.2,8.4,9.5,26.028,31.584,29.732
20061228,0,0.1,0.1,0.1,39.1,16.1,41.1,11.8,13.0,14.2,0.1,14.916,24.176
20061229,0,0.1,0.1,0.1,43.1,40.1,50.1,14.4,14.6,15.2,5.656,11.212,16.768
20061230,0,0.2,0.2,0.1,55.1,57.1,51.1,15.6,15.5,17.6,14.916,14.916,9.36
20061231,0,23.1,0.4,0.1,46.1,69.1,38.1,14.8,13.4,18.2,31.584,26.028,13.064
20070101,0,0.1,0.1,0.1,44.1,37.1,39.1,15.6,17.1,17.9,24.176,20.472,20.472
20070102,0,0.1,0.1,0.1,54.1,42.1,53.1,15.7,17.3,18.0,11.212,9.36,18.62
20070103,0,0.2,0.1,0.1,48.1,48.1,49.1,17.2,17.7,18.6,11.212,20.472,26.028
20070104,1,0.1,0.1,0.1,51.1,52.1,55.1,17.4,18.5,19.4,13.064,26.028,24.176
20070105,0,21.1,5.1,21.1,84.1,72.1,68.1,12.4,13.8,15.7,5.656,5.656,31.584
20070106,0,0.4,12.0,3.1,44.1,66.1,58.1,15.4,14.5,16.7,20.472,7.508,18.62
20070107,0,0.1,0.2,0.1,45.1,44.1,46.1,15.3,15.2,18.0,14.916,20.472,11.212
20070108,0,0.2,0.1,0.1,42.1,36.1,42.1,15.5,16.3,17.4,9.36,5.656,5.656
20070109,0,0.1,0.1,0.1,48.1,49.1,45.1,15.2,15.9,18.0,9.36,9.36,5.656
20070110,0,0.1,0.1,0.1,50.1,44.1,48.1,16.0,16.4,17.3,29.732,22.324,13.064
20070111,0,0.1,0.1,0.1,49.1,39.1,47.1,15.0,16.1,17.4,26.028,24.176,13.064
20070112,0,0.2,0.1,0.1,37.1,32.1,45.1,14.8,15.5,17.0,9.36,18.62,14.916
20070113,0,0.1,0.1,0.5,54.1,42.1,71.1,14.7,16.5,13.5,16.768,7.508,11.212
20070114,0,0.1,0.1,0.2,54.1,41.1,51.1,17.0,17.1,18.3,5.656,11.212,14.916
20070115,0,0.1,0.1,0.1,51.1,45.1,63.1,16.8,18.0,18.1,9.36,16.768,11.212
20070116,0,0.1,0.1,0.1,40.1,25.1,46.1,17.7,19.3,19.2,11.212,20.472,24.176
20070117,1,0.1,0.1,0.1,54.1,34.1,55.1,17.0,19.4,19.1,11.212,20.472,20.472
20070118,0,0.1,0.1,0.1,57.1,50.1,54.1,16.6,18.2,18.6,9.36,20.472,7.508
20070119,0,0.1,0.1,0.1,51.1,47.1,53.1,16.2,17.1,17.8,16.768,27.88,13.064
20070120,0,30.1,5.1,17.1,84.1,84.1,83.1,14.5,14.9,14.9,22.324,13.064,26.028
20070121,0,5.1,7.9,1.2,25.1,27.1,26.1,16.6,16.3,18.5,18.62,31.584,18.62
20070122,0,0.1,0.1,0.1,43.1,43.1,42.1,17.2,17.6,18.5,14.916,22.324,16.768
20070123,0,0.1,0.1,0.1,37.1,53.1,52.1,17.2,17.7,18.5,5.656,11.212,7.508
20070124,1,0.1,0.3,0.1,59.1,63.1,55.1,18.1,18.8,19.7,13.064,13.064,24.176
20070125,0,0.1,0.4,0.1,56.1,50.1,58.1,18.6,19.6,21.1,26.028,14.916,14.916
20070126,0,0.1,0.1,0.1,35.1,43.1,50.1,19.3,19.8,20.7,22.324,11.212,14.916
20070127,1,0.1,0.1,0.1,47.1,53.1,65.1,18.6,19.2,19.6,3.804,16.768,9.36
20070128,0,0.2,0.2,0.3,72.1,78.1,81.1,17.3,17.4,18.1,31.584,38.992,48.252
20070129,0,0.1,1.0,0.1,45.1,43.1,52.1,12.1,13.5,13.9,24.176,16.768,16.768
20070130,0,3.2,0.1,0.8,43.1,37.1,55.1,15.2,15.3,15.8,29.732,31.584,27.88
20070131,0,0.1,0.1,0.4,37.1,37.1,38.1,14.0,15.6,15.7,27.88,22.324,27.88
20070201,0,0.1,0.1,0.1,38.1,29.1,44.1,15.0,16.1,16.8,7.508,7.508,7.508
20070202,0,0.1,0.1,0.1,46.1,51.1,54.1,16.0,14.6,16.7,7.508,16.768,20.472
20070203,0,28.1,23.1,44.1,81.1,72.1,85.1,12.5,14.7,13.0,7.508,18.62,13.064
20070204,0,1.3,63.1,1.4,44.1,44.1,49.1,13.0,14.9,14.3,27.88,26.028,33.436
20070205,0,40.1,42.1,20.1,76.1,81.1,65.1,12.3,14.3,16.9,31.584,46.4,33.436
20070206,0,8.1,11.2,11.4,53.1,54.1,66.1,12.4,12.5,13.0,26.028,11.212,33.436
20070207,0,0.1,0.1,0.1,40.1,48.1,40.1,14.6,15.0,16.7,9.36,11.212,14.916
20070208,0,0.1,0.1,0.1,49.1,49.1,55.1,15.4,15.6,16.9,11.212,7.508,16.768
20070209,0,0.1,0.1,0.1,45.1,43.1,54.1,16.5,18.0,17.3,14.916,16.768,7.508
20070210,0,0.9,0.2,0.2,47.1,42.1,51.1,17.4,18.4,19.1,9.36,11.212,5.656
20070211,0,0.1,0.1,0.1,52.1,51.1,52.1,16.5,17.8,18.5,16.768,7.508,18.62
20070212,0,0.1,0.3,0.1,64.1,67.1,52.1,17.2,17.9,19.8,20.472,13.064,14.916
20070213,0,1.1,1.1,0.1,64.1,66.1,69.1,16.8,17.2,19.4,13.064,13.064,33.436
20070214,0,2.2,1.2,0.1,73.1,85.1,77.1,17.1,16.5,18.6,22.324,26.028,37.14
20070215,0,8.1,5.8,12.1,55.1,53.1,75.1,15.5,16.4,13.7,13.064,7.508,44.548
20070216,0,3.1,1.0,3.3,51.1,46.1,62.1,16.1,17.5,17.9,9.36,14.916,11.212
20070217,0,2.2,0.4,3.6,85.1,64.1,87.1,15.2,16.8,13.5,16.768,13.064,20.472
20070218,0,8.9,2.1,2.4,64.1,52.1,61.1,16.2,18.7,17.3,16.768,20.472,9.36
20070219,0,0.2,0.1,0.1,56.1,54.1,67.1,17.7,17.1,19.2,11.212,16.768,16.768
20070220,0,0.1,0.1,0.1,65.1,60.1,63.1,16.7,17.7,17.6,9.36,9.36,13.064
20070221,0,0.1,0.1,0.1,58.1,54.1,51.1,19.4,20.4,21.2,22.324,16.768,13.064
20070222,0,0.1,0.1,0.1,53.1,48.1,52.1,19.8,21.8,20.6,9.36,14.916,9.36
20070223,0,0.1,0.1,0.1,64.1,57.1,68.1,18.1,18.9,19.5,13.064,11.212,18.62
20070224,0,0.1,0.4,0.1,55.1,67.1,66.1,19.6,20.2,20.6,14.916,16.768,20.472
20070225,0,15.5,0.9,1.1,75.1,67.1,65.1,16.1,17.7,18.8,0.1,7.508,9.36
20070226,0,0.3,0.1,0.2,69.1,59.1,68.1,13.8,17.3,15.7,27.88,22.324,38.992
20070227,0,0.1,0.1,0.1,46.1,52.1,55.1,16.5,17.2,17.8,20.472,31.584,16.768
20070228,0,0.1,0.1,0.6,60.1,57.1,69.1,16.3,18.7,17.6,13.064,20.472,24.176
20070301,1,38.2,8.2,18.8,52.1,55.1,61.1,17.5,19.6,18.6,16.768,18.62,16.768
20070302,0,0.1,0.2,0.1,59.1,59.1,66.1,17.8,19.3,18.6,18.62,33.436,7.508
20070303,0,0.5,0.2,0.1,63.1,63.1,68.1,18.3,20.1,19.7,16.768,37.14,18.62
20070304,0,0.1,0.1,0.1,64.1,65.1,65.1,17.3,19.7,19.2,16.768,37.14,9.36
20070305,0,0.3,0.1,0.1,69.1,51.1,67.1,17.4,20.7,19.5,29.732,7.508,24.176
20070306,0,0.1,0.1,0.1,30.1,28.1,44.1,17.5,19.0,19.0,9.36,29.732,29.732
20070307,0,0.1,0.1,0.1,39.1,42.1,46.1,17.6,18.3,19.1,11.212,14.916,7.508
20070308,0,0.1,0.1,0.1,32.1,37.1,47.1,18.0,20.9,18.9,16.768,18.62,14.916
20070309,0,0.1,0.1,0.1,27.1,29.1,56.1,20.3,21.6,20.9,11.212,18.62,16.768
20070310,0,0.1,0.1,0.1,42.1,49.1,54.1,19.8,20.6,20.5,24.176,13.064,18.62
20070311,0,0.1,0.1,0.1,43.1,32.1,55.1,21.9,22.6,22.7,27.88,29.732,16.768
20070312,0,0.1,0.1,0.1,69.1,64.1,73.1,18.5,20.6,19.3,22.324,26.028,16.768
20070313,0,0.1,0.4,0.3,63.1,58.1,75.1,16.7,20.0,16.9,31.584,42.696,31.584
20070314,0,34.1,19.1,11.9,54.1,82.1,48.1,10.6,8.4,13.4,27.88,24.176,40.844
20070315,0,1.5,1.3,1.8,55.1,79.1,51.1,12.9,10.1,16.2,7.508,26.028,33.436
20070316,0,0.1,0.7,0.1,43.1,42.1,45.1,15.9,16.2,18.5,31.584,9.36,18.62
20070317,0,0.1,0.1,0.1,38.1,25.1,41.1,16.6,18.7,18.7,7.508,20.472,31.584
20070318,0,0.1,0.1,0.1,52.1,55.1,61.1,17.4,17.6,18.1,31.584,38.992,18.62
20070319,0,0.1,0.1,0.1,54.1,58.1,57.1,17.8,19.1,19.0,24.176,26.028,14.916
20070320,0,0.2,0.3,0.3,62.1,61.1,64.1,17.6,17.6,19.4,29.732,7.508,31.584
20070321,0,0.1,0.3,0.1,45.1,55.1,59.1,20.8,21.5,21.0,20.472,11.212,24.176
20070322,0,0.1,0.1,0.1,50.1,60.1,71.1,20.2,20.7,19.8,14.916,5.656,18.62
20070323,0,2.2,0.2,1.1,81.1,63.1,76.1,17.4,19.4,19.3,1.952,7.508,14.916
20070324,0,0.5,0.8,1.1,52.1,47.1,54.1,16.9,18.4,17.3,33.436,27.88,37.14
20070325,0,0.1,0.1,0.1,53.1,57.1,58.1,17.2,18.1,19.1,33.436,31.584,27.88
20070326,0,0.1,0.2,0.1,46.1,49.1,61.1,17.9,19.3,19.3,13.064,18.62,18.62
20070327,0,0.1,0.1,0.1,55.1,43.1,63.1,18.0,20.1,19.3,22.324,24.176,20.472
20070328,0,0.1,0.2,0.1,53.1,51.1,59.1,18.1,19.7,19.1,22.324,37.14,14.916
20070329,0,0.1,0.1,0.1,55.1,44.1,55.1,18.0,19.8,20.0,9.36,16.768,7.508
20070330,0,0.1,0.3,0.1,53.1,60.1,64.1,19.2,19.5,19.9,9.36,14.916,18.62
20070331,0,0.2,0.2,0.2,77.1,70.1,62.1,16.5,17.9,18.7,11.212,3.804,3.804
20070401,0,0.2,9.4,0.4,58.1,69.1,63.1,18.0,18.2,19.7,29.732,1.952,27.88
20070402,0,0.1,0.1,0.1,52.1,52.1,59.1,18.0,20.1,19.9,26.028,20.472,31.584
20070403,0,0.1,0.1,0.1,38.1,38.1,41.1,18.1,18.4,20.5,14.916,20.472,22.324
20070404,0,0.1,0.1,0.1,42.1,43.1,44.1,18.1,19.6,19.7,11.212,22.324,16.768
20070405,0,0.3,0.2,0.1,38.1,53.1,19.1,20.1,19.6,26.0,37.14,26.028,27.88
20070406,0,0.1,0.1,0.1,70.1,59.1,67.1,18.1,21.8,18.9,14.916,9.36,14.916
20070407,0,1.3,2.5,0.5,64.1,55.1,73.1,20.6,21.5,20.3,7.508,16.768,7.508
20070408,0,0.1,0.1,0.3,68.1,45.1,68.1,17.9,22.5,20.3,27.88,18.62,18.62
20070409,0,0.1,0.1,0.1,57.1,69.1,71.1,19.5,20.1,21.0,20.472,27.88,18.62
20070410,0,19.2,0.9,0.1,91.1,62.1,70.1,9.2,15.9,19.0,11.212,16.768,11.212
20070411,0,13.1,1.3,0.1,65.1,35.1,70.1,19.7,22.1,21.0,16.768,24.176,14.916
20070412,0,0.1,0.3,2.1,62.1,62.1,70.1,19.4,19.9,15.7,11.212,18.62,29.732
20070413,0,0.2,0.1,6.1,30.1,46.1,62.1,21.2,21.2,20.2,7.508,11.212,13.064
20070414,0,0.1,0.1,0.1,56.1,46.1,63.1,19.5,20.6,21.4,9.36,20.472,18.62
20070415,0,0.1,0.1,0.1,67.1,54.1,68.1,18.7,21.8,20.0,26.028,44.548,16.768
20070416,0,0.1,0.1,0.1,57.1,44.1,60.1,19.6,20.3,20.1,9.36,16.768,16.768
20070417,0,3.7,5.2,0.9,53.1,68.1,62.1,19.1,16.7,18.6,35.288,24.176,14.916
20070418,0,0.1,3.1,4.1,54.1,71.1,64.1,16.9,16.0,17.7,35.288,3.804,31.584
20070419,0,0.3,0.1,0.1,33.1,37.1,43.1,19.9,21.4,20.4,35.288,22.324,26.028
20070420,0,0.1,0.1,0.1,63.1,55.1,69.1,19.2,21.2,21.0,27.88,29.732,26.028
20070421,0,0.1,0.6,0.1,45.1,42.1,64.1,20.7,21.5,20.9,18.62,18.62,26.028
20070422,0,0.1,0.1,0.1,33.1,39.1,46.1,22.4,23.4,22.7,27.88,16.768,7.508
20070423,0,2.2,0.8,0.9,53.1,22.1,22.1,21.9,28.5,29.9,20.472,22.324,24.176
20070424,0,0.1,0.1,0.1,33.1,33.1,41.1,20.6,20.8,22.1,11.212,22.324,24.176
20070425,0,0.1,0.1,0.1,30.1,24.1,47.1,21.9,22.5,21.8,24.176,18.62,13.064
20070426,0,0.1,0.1,0.1,25.1,27.1,44.1,21.8,21.9,20.7,5.656,22.324,13.064
20070427,0,0.1,0.1,0.1,50.1,43.1,54.1,23.3,24.9,23.7,13.064,14.916,14.916
20070428,0,0.1,0.1,0.1,53.1,54.1,61.1,22.6,23.4,22.8,13.064,16.768,9.36
20070429,0,0.1,0.1,0.1,54.1,50.1,63.1,19.0,21.7,19.6,33.436,53.808,22.324
20070430,1,0.1,0.1,0.1,64.1,58.1,71.1,20.4,22.2,21.4,20.472,37.14,18.62
20070501,0,0.1,0.1,0.1,58.1,57.1,59.1,20.6,21.8,22.0,9.36,16.768,9.36
20070502,0,0.1,0.1,0.1,52.1,59.1,48.1,22.4,22.9,23.1,7.508,22.324,5.656
20070503,2,0.1,0.1,0.1,34.1,31.1,64.1,27.1,29.9,23.7,31.584,16.768,14.916
20070504,1,0.1,0.1,0.1,48.1,35.1,73.1,23.6,29.6,23.1,24.176,24.176,26.028
20070505,1,0.1,0.2,0.1,54.1,65.1,70.1,24.2,23.7,22.9,9.36,13.064,7.508
20070506,1,0.1,0.1,0.1,37.1,35.1,66.1,30.4,32.4,25.5,7.508,13.064,11.212
20070507,0,0.1,0.1,0.1,51.1,55.1,39.1,27.0,26.7,30.0,5.656,16.768,7.508
20070508,2,0.1,0.1,0.1,60.1,67.1,75.1,24.5,26.1,24.9,16.768,18.62,11.212
20070509,0,1.0,2.5,7.1,60.1,79.1,75.1,22.5,23.0,22.6,20.472,7.508,16.768
20070510,0,1.0,0.6,5.1,57.1,57.1,62.1,24.5,23.5,26.4,31.584,27.88,11.212
20070511,1,38.5,35.1,11.1,71.1,87.1,54.1,22.1,20.2,25.1,20.472,24.176,24.176
20070512,0,2.3,4.2,0.5,68.1,73.1,81.1,22.7,23.3,22.3,9.36,13.064,5.656
20070513,0,0.6,0.2,1.7,77.1,73.1,75.1,21.5,23.8,23.4,13.064,37.14,13.064
20070514,0,0.1,0.1,0.1,62.1,67.1,70.1,24.0,23.6,23.4,7.508,14.916,11.212
20070515,0,0.1,0.3,0.1,68.1,65.1,74.1,22.7,25.4,23.7,13.064,20.472,13.064
20070516,0,0.1,0.1,0.1,71.1,62.1,80.1,22.3,25.4,23.4,14.916,13.064,7.508
20070517,0,0.2,0.7,0.4,75.1,85.1,83.1,22.6,22.6,22.7,5.656,9.36,9.36
20070518,0,0.1,0.1,0.1,63.1,64.1,71.1,23.0,24.2,23.9,9.36,14.916,13.064
20070519,1,0.1,0.2,0.1,65.1,64.1,68.1,24.4,25.1,25.1,24.176,16.768,29.732
20070520,1,0.1,0.1,0.1,65.1,60.1,66.1,21.6,26.1,23.9,42.696,46.4,24.176
20070521,0,0.1,0.1,0.1,59.1,54.1,63.1,21.9,24.1,23.7,24.176,18.62,26.028
20070522,0,0.1,0.1,0.1,59.1,54.1,63.1,22.5,25.3,23.8,16.768,22.324,31.584
20070523,1,0.1,0.1,0.1,61.1,49.1,63.1,21.8,24.9,23.7,35.288,20.472,27.88
20070524,0,0.1,0.1,0.1,63.1,61.1,64.1,23.2,23.9,24.0,7.508,18.62,18.62
20070525,0,0.1,0.1,0.1,67.1,45.1,72.1,22.8,29.0,24.1,33.436,20.472,33.436
20070526,1,0.1,0.1,0.1,55.1,59.1,65.1,24.0,25.0,25.0,22.324,14.916,18.62
